STORE_TYPE,STORE_NAME,ADDRESS_LINE1,CITY,STATE,ZIP,longitude,latitude,NBHD_NAME
Warehouse Club Store,Costco,1471 S Havana St,Aurora,CO,80012,-104.867785,39.690558,Outside Denver
Warehouse Club Store,Costco,5195 Wadsworth Blvd,Arvada,CO,80002,-105.082218,39.789881,Outside Denver
Warehouse Club Store,Costco,4000 River Point Pkwy,Sheridan,CO,80110,-105.006451,39.644445,Outside Denver
Warehouse Club Store,Sams Club,7370 W 52nd Ave,Arvada,CO,80002,-105.077661,39.788469,Outside Denver
Dollar Store,Dollars & Sense,403 16th St,Denver,CO,80202,-104.989647,39.743513,CBD
Specialty Food Store,The Market @ Larimer,1445 Larimer St.,Denver,CO,,-104.999087,39.74809,Union Station
Specialty Food Store,Americanum Provisions,3350 N BRIGHTON BLVD,Denver,CO,,-104.979796,39.76874,Five Points
Specialty Food Store,Sawa Meat & Sausage,3960 Niagara St # A,Denver,CO,80207,-104.910821,39.772156,Northeast Park Hill
Specialty Food Store,Merkato Market,7227 E COLFAX AVE,Denver,CO,,-104.904326,39.740412,South Park Hill
Supercenter,Walmart,7800 Smith Rd,Denver,CO,80207,-104.901246,39.770642,Stapleton
Dollar Store,Family Dollar,1515 W 48th Ave,Denver,CO,80221,-105.005727,39.784287,Chaffee Park
Small Grocery Store,Walgreen,1111 S COLORADO BLVD,Denver,CO,,-104.941041,39.696077,Cory - Merrill
Specialty Food Store,Cheese Co,5575 E 3rd Ave # C,Denver,CO,80220,-104.922706,39.721347,Hilltop
Convenience Store,7-Eleven,6201 E 14TH AVE,Denver,CO,,-104.915984,39.738779,Montclair
Convenience Store,7-Eleven,4040 E 8TH AVE,Denver,CO,,-104.939685,39.728958,Hale
Dollar Store,Family Dollar,7740 E Colfax Ave # 1,Denver,CO,80220,-104.897863,39.740094,East Colfax
Specialty Food Store,California Bakery,909 S ONEIDA ST,Denver,CO,80224,-104.909009,39.699734,Washington Virginia Vale
Supercenter,Walmart,7455 W Colfax Ave,Lakewood,CO,80214,-105.07932,39.742976,Outside Denver
Small Grocery Store,Natural Grocer - Vitamin Cottage,3333 South Wadsworth Blvd,Lakewood,CO,80227,-105.081862,39.65539,Outside Denver
Supermarket,King Soopers,101 Englewood Pkwy # A,Englewood,CO,80110,-104.988862,39.655678,Outside Denver
Small Grocery Store,Natural Grocer - Vitamin Cottage,2375 15TH ST,,,,-105.0489585,39.771815,Berkeley
Specialty Food Store,Westernkamp's Mercado Rizo,5106 N WASHINGTON ST,Denver,CO,,-104.977957,39.789259,Globeville
Specialty Food Store,Silver State Meats,5140 Race Ct # 1,Denver,CO,80216,-104.967558,39.789739,Elyria Swansea
Convenience Store With Gas,Sun Mart,2405 E COLFAX AVE,Denver,CO,,-104.958475,39.740457,City Park
Convenience Store,Golden Gate Market,3701 Williams St,Denver,CO,80205,-104.966097,39.768252,Cole
Convenience Store,7-Eleven,1645 E 17TH AVE,Denver,CO,,-104.967562,39.743477,City Park West
Convenience Store,7-Eleven,1438 ARAPAHOE ST,Denver,CO,,-104.99707,39.746428,CBD
Convenience Store,Russell's,303 16TH ST,Denver,CO,,-104.988776,39.742805,CBD
Convenience Store,Heng's and Ing's,3060 W MISSISSIPPI AVE,Denver,CO,,-105.026135,39.69661,Mar Lee
Specialty Food Store,Tri Ocean Seafood,1175 S Federal Blvd,Denver,CO,80219,-105.025742,39.695486,Mar Lee
Small Grocery Store,Little Saigon Market,375 S Federal Blvd # 104,Denver,CO,80219,-105.025107,39.709554,Westwood
Supermarket,King Soopers,2727 W Evans Ave,Denver,CO,80219,-105.021537,39.679616,College View - South Platte
Convenience Store,1st Avenue Market,305 W 1ST AVE,Denver,CO,,-104.99238,39.718495,Baker
Supercenter,Kmart,363 S Broadway,Denver,CO,80209,-104.987659,39.70987,Baker
Convenience Store,Jerry's Market,601 Knox Ct,Denver,CO,80204,-105.032864,39.726297,Villa Park
Convenience Store,Mr G's Neighborhood Grocery,711 W 8th Ave,Denver,CO,80204,-104.996786,39.729162,Lincoln Park
Pharmacy,Walgreen,3067 S SHERIDAN BLVD,Denver,CO,,-105.054148,39.657676,Bear Valley
Dollar Store,Super 99 Cents,2155 S Sheridan Blvd,Denver,CO,80227,-105.056182,39.677967,Harvey Park
Warehouse Club Store,Costco,7900 W Quincy Ave,Littleton,CO,80123,-105.0824,39.638313,Marston
Convenience Store With Gas,Conoco ACS,601 W. Mississippi Ave.,Denver,CO,,-104.994789,39.696916,Athmar Park
Specialty Food Store,Tortilleria la Pasadita,932 S. Federal Blvd.,Denver,CO,,-105.024757,39.699745,Athmar Park
Convenience Store With Gas,Conoco Capitol Hill,1770 E COLFAX AVE,Denver,CO,,-104.966342,39.739751,Cheesman Park
Supermarket,Safeway,3110 E 1st Ave,Denver,CO,80206,-104.950737,39.717035,Cherry Creek
Convenience Store,Capitol Convenience,1300 N PEARL ST,Denver,CO,,-104.979761,39.737014,Capitol Hill
Convenience Store,7-Eleven,380 E 17TH AVE,Denver,CO,,-104.982516,39.74315,North Capitol Hill
Convenience Store With Gas,Safeway Fuel,2797 S MONACO PKWY,Denver,CO,,-104.912977,39.66699,Hampden
Convenience Store With Gas,Conoco,8900 E HAMPDEN AVE,Denver,CO,,-104.88434,39.652782,Hampden South
Convenience Store With Gas,Bradley Petroleum,2107 S Holly St,Denver,CO,,-104.922626,39.67791,Goldsmith
Pharmacy,Rite Aid,2870 S COLORADO BLVD,Denver,CO,,-104.940025,39.664426,University Hills
Convenience Store With Gas,Diamond Shamrock,1001 N BROADWAY,Denver,CO,,-104.98785,39.732328,Civic Center
Small Grocery Store,Natural Grocer - Vitamin Cottage,2053 S Colorado Blvd,Denver,CO,80222,-104.940927,39.679415,University Park
Convenience Store,Mini Market,1124 Yosemite St,Denver,CO,,-104.884692,39.733516,Outside Denver
Supercenter,Target,1400 S Havana St,Aurora,CO,80012,-104.863837,39.690713,Outside Denver
Supercenter,Target,9390 W Cross Dr,Littleton,CO,80123,-105.101398,39.611924,Outside Denver
Supercenter,Target,460 S Vance St,Lakewood,CO,80226,-105.079724,39.707789,Outside Denver
Supercenter,Target,3650 River Point Pkwy,Englewood,CO,80110,-105.005433,39.6502,Outside Denver
Supercenter,Target,4301 E Virginia Ave,Denver,CO,80246,-104.93852,39.708516,Outside Denver
Supercenter,Target,1985 Sheridan Blvd,Edgewater,CO,80214,-105.053271,39.746918,Outside Denver
Supercenter,Walmart,3301 Tower Rd,Aurora,CO,80011,-104.773888,39.764078,Outside Denver
Supercenter,Walmart,5957 W 44th Ave,Wheat Ridge,CO,80212,-105.062386,39.776641,Outside Denver
Supercenter,Walmart,5990 Dahlia St,Commerce City,CO,80022,-104.929028,39.804603,Outside Denver
Supercenter,Walmart,440 Wadsworth Blvd,Lakewood,CO,80226,-105.080316,39.721614,Outside Denver
Supercenter,Walmart,9400 E Hampden Ave,Denver,CO,80231,-104.878486,39.651878,Outside Denver
Supercenter,Walmart,601 Englewood Pkwy,Englewood,CO,80110,-104.995344,39.656724,Outside Denver
Small Grocery Store,Leever's / Save A Lot,690 Peoria St,Aurora,CO,80011,-104.847093,39.727291,Outside Denver
Small Grocery Store,Mi Pueblo Market,6040 E 64th Ave,Commerce City,CO,80022,-104.918294,39.81222,Outside Denver
Small Grocery Store,Mile High Halal Market,7950 E Mississippi Ave # C,Denver,CO,80247,-104.895859,39.696504,Outside Denver
Small Grocery Store,Natural Grocer - Vitamin Cottage,6475 South Kipling,Littleton,CO,80123,-105.111136,39.599506,Outside Denver
Small Grocery Store,Natural Grocer - Vitamin Cottage,1433 Washington St,Denver,CO,,-104.9823539,39.7934495,Outside Denver
Small Grocery Store,Sprouts Farmers Market,1150 Ironton St,Aurora,CO,80010,-104.8622272,39.6947506,Outside Denver
Small Grocery Store,Walmart Neighborhood Market,10400 E Colfax Ave,Aurora,CO,80010,-104.867622,39.73918,Outside Denver
Small Grocery Store,Walmart Neighborhood Market,1442 S Parker Rd,Denver,CO,80231,-104.891055,39.690625,Outside Denver
Supermarket,Albertsons,10081 W Bowles Ave,Littleton,CO,80127,-105.111159,39.610836,Outside Denver
Supermarket,Avanza,10777 E Colfax Ave,Aurora,CO,80010,-104.862557,39.740245,Outside Denver
Supermarket,King Soopers,6000 S Holly St,Greenwood Vlg,CO,80111,-104.921106,39.607909,Outside Denver
Supermarket,King Soopers,3495 S University Blvd,Englewood,CO,80113,-104.959563,39.653534,Outside Denver
Supermarket,King Soopers,4850 E 62nd Ave,Commerce City,CO,80022,-104.930109,39.808608,Outside Denver
Supermarket,King Soopers,1155 S Havana St # 1,Aurora,CO,80012,-104.867313,39.695301,Outside Denver
Supermarket,King Soopers,3190 S Parker Rd,Aurora,CO,80014,-104.844339,39.659473,Outside Denver
Supermarket,King Soopers,6760 S Pierce St,Littleton,CO,80128,-105.072011,39.593526,Outside Denver
Supermarket,King Soopers,3817 Sheridan Blvd,Wheat Ridge,CO,80212,-105.0545002,39.7702503,Outside Denver
Supermarket,King Soopers,4910 S Yosemite St # B2,Greenwood Vlg,CO,80111,-104.884094,39.626093,Outside Denver
Supermarket,King Soopers,1725 Sheridan Blvd # 1,Edgewater,CO,80214,-105.053246,39.745602,Outside Denver
Supermarket,King Soopers,655 Peoria St,Aurora,CO,80011,-104.847266,39.726397,Outside Denver
Supermarket,King Soopers,4600 Leetsdale Dr,Glendale,CO,80246,-104.932891,39.708516,Outside Denver
Supermarket,King Soopers,5050 S Federal Blvd # A,Englewood,CO,80110,-105.024361,39.625724,Outside Denver
Supermarket,King Soopers,9800 W Belleview Ave,Littleton,CO,80123,-105.107471,39.623645,Outside Denver
Supermarket,King Soopers,1927 S Wadsworth Blvd # 1,Lakewood,CO,80227,-105.083221,39.681758,Outside Denver
Supermarket,King Soopers,6350 Sheridan Blvd # 1,Arvada,CO,80003,-105.052061,39.811279,Outside Denver
Supermarket,Safeway,5025 S Kipling Pkwy,Littleton,CO,80127,-105.111614,39.625521,Outside Denver
Supermarket,Safeway,1677 S Havana St,Aurora,CO,80012,-104.86793,39.686454,Outside Denver
Specialty Food Store,Black Sea Market,7920 E Mississippi Ave # M,Denver,CO,80247,-104.895974,39.696505,Outside Denver
Convenience Store,Aztlan,4880 Chambers Rd,Denver,CO,80239,-104.809053,39.786122,Gateway - Green Valley Ranch
Discount Merchandise Market,Discount Empire Inc,4854 Chambers Rd,Denver,CO,80239,-104.809596,39.785291,Gateway - Green Valley Ranch
Small Grocery Store,Walmart Neighborhood Market,5141 Chambers Rd,Denver,CO,80239,-104.809556,39.785584,Gateway - Green Valley Ranch
Convenience Store With Gas,Z-Mart,14125 E 52ND AVE,Denver,CO,,-104.8242,39.790605,Montbello
Closed Supermarket,Safeway,4884 Chambers Rd,Denver,CO,80239,-104.808876,39.786134,Gateway - Green Valley Ranch
